symbol	location	cluster	Degree
4-imidazoleacetate	METABOLITE	0	1545
1-methyl-4-imidazoleacetate	METABOLITE	0	2219
sebacate (C10-DC)	METABOLITE	0	2081
guanidinosuccinate	METABOLITE	0	1383
I-urobilinogen	METABOLITE	0	2166
stearidonate (18:4n3)	METABOLITE	0	1653
5-dodecenoate (12:1n7)	METABOLITE	0	2098
octanoylcarnitine (C8)	METABOLITE	0	1845
tauro-beta-muricholate	METABOLITE	0	2208
decanoylcarnitine (C10)	METABOLITE	0	1847
N-acetylglutamine	METABOLITE	0	2142
N-acetyltryptophan	METABOLITE	0	2126
N-acetylphenylalanine	METABOLITE	0	2226
N-acetylasparagine	METABOLITE	0	2121
gamma-glutamyl-epsilon-lysine	METABOLITE	0	2185
1-palmitoyl-GPC (16:0)	METABOLITE	0	2165
N-acetylarginine	METABOLITE	0	2185
piperine	METABOLITE	0	1895
myristoylcarnitine (C14)	METABOLITE	0	2143
1-stearoyl-GPC (18:0)	METABOLITE	0	2180
1-oleoyl-GPC (18:1)	METABOLITE	0	2152
N-acetylthreonine	METABOLITE	0	2167
N-acetylisoleucine	METABOLITE	0	1777
10-nonadecenoate (19:1n9)	METABOLITE	0	2121
10-heptadecenoate (17:1n7)	METABOLITE	0	2129
hyocholate	METABOLITE	0	2121
epiandrosterone sulfate	METABOLITE	0	1664
N-acetylhistidine	METABOLITE	0	2212
gamma-glutamylglycine	METABOLITE	0	2075
gamma-glutamyltryptophan	METABOLITE	0	2210
stachydrine	METABOLITE	0	1936
alpha-hydroxyisovalerate	METABOLITE	0	2107
gamma-glutamylmethionine	METABOLITE	0	1684
gamma-glutamylthreonine	METABOLITE	0	1577
p-cresol sulfate	METABOLITE	0	1991
nicotinate ribonucleoside	METABOLITE	0	2224
pioglitazone	METABOLITE	0	2252
erythronate*	METABOLITE	0	1548
Fibrinopeptide A*	METABOLITE	0	2238
"Fibrinopeptide A, des-ala(1)*"	METABOLITE	0	2219
"Fibrinopeptide A, phosphono-ser(3)*"	METABOLITE	0	2253
salicyluric glucuronide*	METABOLITE	0	1813
N-acetylproline	METABOLITE	0	1867
eicosenoate (20:1)	METABOLITE	0	2120
linolenate [alpha or gamma; (18:3n3 or 6)]	METABOLITE	0	2150
aconitate [cis or trans]	METABOLITE	0	1961
metoprolol acid metabolite*	METABOLITE	0	2256
heme	METABOLITE	0	1004
stearoylcarnitine (C18)	METABOLITE	0	1471
laurylcarnitine (C12)	METABOLITE	0	2003
isovalerylcarnitine (C5)	METABOLITE	0	1118
1-linoleoyl-GPC (18:2)	METABOLITE	0	2195
7-methylxanthine	METABOLITE	0	1110
"1,3,7-trimethylurate"	METABOLITE	0	1061
"3,7-dimethylurate"	METABOLITE	0	1096
"1,7-dimethylurate"	METABOLITE	0	1107
1-methylurate	METABOLITE	0	1110
5-acetylamino-6-amino-3-methyluracil	METABOLITE	0	1091
indolebutyrate	METABOLITE	0	2116
1-methylxanthine	METABOLITE	0	1700
N1-methylinosine	METABOLITE	0	2033
"N2,N2-dimethylguanosine"	METABOLITE	0	2214
N4-acetylcytidine	METABOLITE	0	1163
N6-carbamoylthreonyladenosine	METABOLITE	0	2215
orotidine	METABOLITE	0	1845
phenylacetylglutamine	METABOLITE	0	1905
4-hydroxyhippurate	METABOLITE	0	2126
"5,6-dihydrouridine"	METABOLITE	0	1585
3-(3-amino-3-carboxypropyl)uridine*	METABOLITE	0	2138
1-arachidonylglycerol (20:4)	METABOLITE	0	1599
cysteine-glutathione disulfide	METABOLITE	0	2140
1-palmitoyl-GPA (16:0)	METABOLITE	0	2144
5-methyluridine (ribothymidine)	METABOLITE	0	2054
isovalerylglycine	METABOLITE	0	2176
3-hydroxydodecanedioate*	METABOLITE	0	2098
nicotinurate (nicotinoylglycine)	METABOLITE	0	2232
7-methylguanine	METABOLITE	0	2193
1-stearoyl-GPE (18:0)	METABOLITE	0	2020
1-stearoyl-GPG (18:0)	METABOLITE	0	1633
3-methylcytidine	METABOLITE	0	2109
N2-methylguanosine	METABOLITE	0	1814
N1-Methyl-2-pyridone-5-carboxamide	METABOLITE	0	1437
gamma-glutamylisoleucine*	METABOLITE	0	2166
oleoylcarnitine (C18:1)	METABOLITE	0	1925
gamma-glutamyl-2-aminobutyrate	METABOLITE	0	2098
2-methylbutyrylcarnitine (C5)	METABOLITE	0	2019
phenol sulfate	METABOLITE	0	1082
1-palmitoleoyl-GPC (16:1)*	METABOLITE	0	2111
malonylcarnitine	METABOLITE	0	1914
hexanoylglycine	METABOLITE	0	2099
glutamine_degradant*	METABOLITE	0	2071
2-hydroxy-3-methylvalerate	METABOLITE	0	2171
homostachydrine*	METABOLITE	0	1724
1-arachidonoyl-GPC (20:4n6)*	METABOLITE	0	2220
2-palmitoleoyl-GPC (16:1)*	METABOLITE	0	2028
2-palmitoyl-GPC (16:0)*	METABOLITE	0	2189
1-palmitoyl-GPE (16:0)	METABOLITE	0	1618
1-oleoyl-GPE (18:1)	METABOLITE	0	1356
1-linoleoyl-GPE (18:2)*	METABOLITE	0	1522
1-arachidonoyl-GPE (20:4n6)*	METABOLITE	0	2172
N-acetylcitrulline	METABOLITE	0	2211
2-hydroxypalmitate	METABOLITE	0	2152
docosapentaenoate (n6 DPA; 22:5n6)	METABOLITE	0	2181
gulonate*	METABOLITE	0	1581
isobutyrylglycine	METABOLITE	0	2147
glutarylcarnitine (C5-DC)	METABOLITE	0	1233
beta-hydroxyisovaleroylcarnitine	METABOLITE	0	1565
tiglylcarnitine (C5:1-DC)	METABOLITE	0	1925
hydroquinone sulfate	METABOLITE	0	1498
catechol sulfate	METABOLITE	0	1111
cholesterol sulfate	METABOLITE	0	1148
7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	METABOLITE	0	2208
"3beta,7alpha-dihydroxy-5-cholestenoate"	METABOLITE	0	2202
N-acetyl-aspartyl-glutamate (NAAG)	METABOLITE	0	2200
tetradecanedioate (C14-DC)	METABOLITE	0	2192
hexadecanedioate (C16-DC)	METABOLITE	0	2160
octadecanedioate (C18-DC)	METABOLITE	0	1231
undecanedioate (C11-DC)	METABOLITE	0	1345
1-myristoylglycerol (14:0)	METABOLITE	0	1652
glycerophosphoglycerol	METABOLITE	0	2076
glycerophosphoethanolamine	METABOLITE	0	2112
glycerophosphoinositol*	METABOLITE	0	1796
3-(3-hydroxyphenyl)propionate	METABOLITE	0	2075
ectoine	METABOLITE	0	1948
1-arachidonoyl-GPI (20:4)*	METABOLITE	0	1878
1-palmitoyl-GPI (16:0)	METABOLITE	0	1272
glycolithocholate sulfate*	METABOLITE	0	1635
taurolithocholate 3-sulfate	METABOLITE	0	2025
deoxycarnitine	METABOLITE	0	2094
N6-succinyladenosine	METABOLITE	0	2073
1-ribosyl-imidazoleacetate*	METABOLITE	0	1766
N2-acetyllysine	METABOLITE	0	2218
alpha-hydroxycaproate	METABOLITE	0	1392
"3,4-dihydroxybutyrate"	METABOLITE	0	1456
indoleacetylglutamine	METABOLITE	0	1696
hexanoylglutamine	METABOLITE	0	2128
N6-acetyllysine	METABOLITE	0	1632
dihomo-linolenate (20:3n3 or n6)	METABOLITE	0	2068
mannitol/sorbitol	METABOLITE	0	2077
tryptophan betaine	METABOLITE	0	1298
4-vinylphenol sulfate	METABOLITE	0	2038
4-ethylphenylsulfate	METABOLITE	0	1299
thymol sulfate	METABOLITE	0	1127
3-methyladipate	METABOLITE	0	1428
pyrraline	METABOLITE	0	1745
N6-carboxymethyllysine	METABOLITE	0	1632
1-oleoyl-GPI (18:1)	METABOLITE	0	1228
1-linoleoyl-GPI (18:2)*	METABOLITE	0	1355
desmethylnaproxen	METABOLITE	0	2255
desmethylnaproxen sulfate	METABOLITE	0	2255
sucralose	METABOLITE	0	2034
2-hydroxyacetaminophen sulfate*	METABOLITE	0	1485
2-methoxyacetaminophen sulfate*	METABOLITE	0	1478
2-methoxyacetaminophen glucuronide*	METABOLITE	0	1459
3-(cystein-S-yl)acetaminophen*	METABOLITE	0	2252
o-cresol sulfate	METABOLITE	0	1707
2-ethylphenylsulfate	METABOLITE	0	1836
dimethylarginine (SDMA + ADMA)	METABOLITE	0	2206
gamma-glutamylalanine	METABOLITE	0	949
N-acetylserine	METABOLITE	0	1954
1-stearoyl-2-oleoyl-GPE (18:0/18:1)	METABOLITE	0	991
chiro-inositol	METABOLITE	0	2215
4-allylphenol sulfate	METABOLITE	0	1447
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	METABOLITE	0	2056
1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)	METABOLITE	0	891
1-stearoyl-2-arachidonoyl-GPS (18:0/20:4)	METABOLITE	0	2244
sphinganine-1-phosphate	METABOLITE	0	2146
glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	METABOLITE	0	1610
cyclo(leu-pro)	METABOLITE	0	1428
carbamazepine	METABOLITE	0	2255
chlorzoxazone	METABOLITE	0	2255
cyclo(gly-pro)	METABOLITE	0	1275
succinylcarnitine (C4-DC)	METABOLITE	0	1270
"bilirubin (E,E)*"	METABOLITE	0	2111
"bilirubin (E,Z or Z,E)*"	METABOLITE	0	2093
N-methylproline	METABOLITE	0	1942
beta-cryptoxanthin	METABOLITE	0	1881
"5alpha-androstan-3beta,17beta-diol disulfate"	METABOLITE	0	1137
"5alpha-pregnan-3beta,20alpha-diol disulfate"	METABOLITE	0	2163
glycocholenate sulfate*	METABOLITE	0	2199
taurocholenate sulfate*	METABOLITE	0	1837
"androstenediol (3beta,17beta) disulfate (1)"	METABOLITE	0	1156
pregnenediol disulfate (C21H34O8S2)*	METABOLITE	0	1990
"androstenediol (3beta,17beta) disulfate (2)"	METABOLITE	0	1468
21-hydroxypregnenolone disulfate	METABOLITE	0	1757
21-hydroxypregnenolone monosulfate (1)	METABOLITE	0	1094
"5alpha-androstan-3alpha,17alpha-diol disulfate"	METABOLITE	0	1188
"5alpha-androstan-3alpha,17alpha-diol monosulfate"	METABOLITE	0	1310
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)"	METABOLITE	0	2165
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)"	METABOLITE	0	2141
5alpha-pregnan-diol disulfate	METABOLITE	0	2130
"5alpha-androstan-3alpha,17beta-diol disulfate"	METABOLITE	0	1105
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)"	METABOLITE	0	1351
"5alpha-androstan-3beta,17alpha-diol disulfate"	METABOLITE	0	1961
"5alpha-androstan-3beta,17beta-diol monosulfate (1)"	METABOLITE	0	1573
"5alpha-androstan-3beta,17beta-diol monosulfate (2)"	METABOLITE	0	1339
"androstenediol (3alpha, 17alpha) monosulfate (2)"	METABOLITE	0	1462
"androstenediol (3alpha, 17alpha) monosulfate (3)"	METABOLITE	0	1604
"androstenediol (3beta,17beta) monosulfate (1)"	METABOLITE	0	1330
"androstenediol (3beta,17beta) monosulfate (2)"	METABOLITE	0	1930
"5alpha-pregnan-3beta-ol,20-one sulfate"	METABOLITE	0	2246
4-hydroxycoumarin	METABOLITE	0	1229
pregnenediol sulfate (C21H34O5S)*	METABOLITE	0	1983
2-hydroxyglutarate	METABOLITE	0	2078
Nimesulide	METABOLITE	0	2255
gamma-CEHC	METABOLITE	0	1655
N-acetyl-beta-alanine	METABOLITE	0	2169
"sphingomyelin (d18:1/18:1, d18:2/18:0)"	METABOLITE	0	956
palmitoyl sphingomyelin (d18:1/16:0)	METABOLITE	0	1528
cysteine sulfinic acid	METABOLITE	0	1573
3-hydroxyhippurate	METABOLITE	0	1508
16a-hydroxy DHEA 3-sulfate	METABOLITE	0	1661
17alpha-hydroxypregnenolone 3-sulfate	METABOLITE	0	2084
pregnenolone sulfate	METABOLITE	0	1774
andro steroid monosulfate C19H28O6S (1)*	METABOLITE	0	1627
ergothioneine	METABOLITE	0	1483
S-methylmethionine	METABOLITE	0	2176
indole-3-carboxylate	METABOLITE	0	1627
13-HODE + 9-HODE	METABOLITE	0	2211
tridecenedioate (C13:1-DC)*	METABOLITE	0	2068
N-acetyl-3-methylhistidine*	METABOLITE	0	2216
nornicotine	METABOLITE	0	2255
4-cholesten-3-one	METABOLITE	0	1553
N-acetyl-cadaverine	METABOLITE	0	1981
cinnamoylglycine	METABOLITE	0	2094
stearoyl ethanolamide	METABOLITE	0	1067
cis-4-decenoylcarnitine (C10:1)	METABOLITE	0	2028
"2S,3R-dihydroxybutyrate"	METABOLITE	0	1773
"carbamazepine 10,11-epoxide"	METABOLITE	0	2255
carbamazepine glucuronide*	METABOLITE	0	2255
(12 or 13)-methylmyristate (a15:0 or i15:0)	METABOLITE	0	2191
(16 or 17)-methylstearate (a19:0 or i19:0)	METABOLITE	0	2052
"2R,3R-dihydroxybutyrate"	METABOLITE	0	1515
4-methylbenzenesulfonate	METABOLITE	0	1511
1-hydroxy-2-naphthalenecarboxylate	METABOLITE	0	2258
alpha-ketoglutaramate*	METABOLITE	0	1841
metformin	METABOLITE	0	1726
ibuprofen acyl glucuronide	METABOLITE	0	2255
"2,3-dihydroxyisovalerate"	METABOLITE	0	1636
allopurinol riboside	METABOLITE	0	2255
3-methylglutaconate	METABOLITE	0	1403
5-(galactosylhydroxy)-L-lysine	METABOLITE	0	1877
cysteinylglycine disulfide*	METABOLITE	0	2225
isoursodeoxycholate	METABOLITE	0	2136
oxypurinol	METABOLITE	0	2255
formiminoglutamate	METABOLITE	0	2127
hydantoin-5-propionate	METABOLITE	0	1476
sulfate*	METABOLITE	0	2102
4-hydroxy-2-oxoglutaric acid	METABOLITE	0	1082
4-hydroxyglutamate	METABOLITE	0	2079
L-urobilin	METABOLITE	0	2190
pantoate	METABOLITE	0	2121
gamma-carboxyglutamate	METABOLITE	0	1825
norcotinine	METABOLITE	0	2255
hydroxycotinine	METABOLITE	0	2244
cotinine N-oxide	METABOLITE	0	2256
omeprazole	METABOLITE	0	2254
atenolol	METABOLITE	0	2255
hydrochlorothiazide	METABOLITE	0	2251
ranitidine	METABOLITE	0	2255
pseudoephedrine	METABOLITE	0	2255
S-methylcysteine	METABOLITE	0	2148
androsterone glucuronide	METABOLITE	0	1859
argininate*	METABOLITE	0	1964
2-oxoarginine*	METABOLITE	0	1563
cis-4-decenoate (10:1n6)*	METABOLITE	0	2076
sertraline	METABOLITE	0	2255
celecoxib	METABOLITE	0	2255
gabapentin	METABOLITE	0	2247
venlafaxine	METABOLITE	0	2260
pantoprazole	METABOLITE	0	2251
quetiapine	METABOLITE	0	2255
4-oxo-retinoic acid	METABOLITE	0	2181
ethyl glucuronide	METABOLITE	0	2202
1-lignoceroyl-GPC (24:0)	METABOLITE	0	2088
1-(1-enyl-palmitoyl)-GPC (P-16:0)*	METABOLITE	0	2174
1-methyl-5-imidazoleacetate	METABOLITE	0	2183
glycoursodeoxycholate	METABOLITE	0	2098
3-(4-hydroxyphenyl)propionate	METABOLITE	0	2080
S-methylcysteine sulfoxide	METABOLITE	0	1967
(14 or 15)-methylpalmitate (a17:0 or i17:0)	METABOLITE	0	2131
eicosanedioate (C20-DC)	METABOLITE	0	2174
oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	METABOLITE	0	1159
oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	METABOLITE	0	1146
1-(1-enyl-palmitoyl)-GPE (P-16:0)*	METABOLITE	0	2186
1-(1-enyl-stearoyl)-GPE (P-18:0)*	METABOLITE	0	2151
2-oxindole-3-acetate	METABOLITE	0	1181
N-oleoyltaurine	METABOLITE	0	2096
linoleoylcarnitine (C18:2)*	METABOLITE	0	2113
isoleucylglycine	METABOLITE	0	2217
leucylglycine	METABOLITE	0	2165
valylleucine	METABOLITE	0	2216
N-palmitoyltaurine	METABOLITE	0	2195
N-stearoyltaurine	METABOLITE	0	2147
2-O-methylascorbic acid	METABOLITE	0	1258
carboxyethyl-GABA	METABOLITE	0	1580
beta-citrylglutamate	METABOLITE	0	1320
trimethylamine N-oxide	METABOLITE	0	1590
N6-methyllysine	METABOLITE	0	2022
dihydroferulate	METABOLITE	0	2096
imidazole propionate	METABOLITE	0	2019
paroxetine	METABOLITE	0	2255
citalopram/escitalopram	METABOLITE	0	2250
mirtazapine	METABOLITE	0	2255
pregnanediol-3-glucuronide	METABOLITE	0	1982
alliin	METABOLITE	0	2050
valylglycine	METABOLITE	0	2195
prolylglycine	METABOLITE	0	1329
N-palmitoylglycine	METABOLITE	0	2154
mannonate*	METABOLITE	0	1154
succinimide	METABOLITE	0	1076
norfluoxetine	METABOLITE	0	2255
lanthionine	METABOLITE	0	1033
2-stearoyl-GPE (18:0)*	METABOLITE	0	1750
(R)-3-hydroxybutyrylcarnitine	METABOLITE	0	2045
N-octanoylglycine	METABOLITE	0	2143
verapamil	METABOLITE	0	2254
N-acetylcarnosine	METABOLITE	0	1406
margaroylcarnitine (C17)*	METABOLITE	0	1563
N-methyltaurine	METABOLITE	0	1889
histidine betaine (hercynine)*	METABOLITE	0	1209
glycohyocholate	METABOLITE	0	1858
retinal	METABOLITE	0	2244
2-hydroxydecanoate	METABOLITE	0	2163
4-methylcatechol sulfate	METABOLITE	0	1361
3-methyl catechol sulfate (1)	METABOLITE	0	1172
2-hydroxyibuprofen	METABOLITE	0	2255
carboxyibuprofen	METABOLITE	0	2255
O-desmethylvenlafaxine	METABOLITE	0	2260
warfarin	METABOLITE	0	2255
ketopioglitazone	METABOLITE	0	2252
hydroxypioglitazone (M-IV)	METABOLITE	0	2252
3b-hydroxy-5-cholenoic acid	METABOLITE	0	2166
guaiacol sulfate	METABOLITE	0	1402
2-aminooctanoate	METABOLITE	0	2123
furosemide	METABOLITE	0	2255
dimethyl sulfone	METABOLITE	0	2121
lansoprazole	METABOLITE	0	2256
2-piperidinone	METABOLITE	0	2019
N-acetyl-1-methylhistidine*	METABOLITE	0	2192
indolin-2-one	METABOLITE	0	2163
"2,8-quinolinediol sulfate"	METABOLITE	0	2068
2-aminophenol sulfate	METABOLITE	0	1989
3-acetylphenol sulfate	METABOLITE	0	1438
1-stearoyl-GPS (18:0)*	METABOLITE	0	2237
"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	METABOLITE	0	1141
"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	METABOLITE	0	1469
3-hydroxycotinine glucuronide	METABOLITE	0	2256
6-oxopiperidine-2-carboxylate	METABOLITE	0	1203
S-allylcysteine	METABOLITE	0	2180
N-delta-acetylornithine	METABOLITE	0	2000
acisoga	METABOLITE	0	1469
2-aminoheptanoate	METABOLITE	0	2197
N-formylanthranilic acid	METABOLITE	0	1341
"N2,N5-diacetylornithine"	METABOLITE	0	2046
1H-indole-7-acetic acid	METABOLITE	0	1237
3-methoxytyramine sulfate	METABOLITE	0	2032
methionine sulfone	METABOLITE	0	1275
1-linolenoyl-GPC (18:3)*	METABOLITE	0	1707
N-acetylalliin	METABOLITE	0	2133
1-(1-enyl-oleoyl)-GPE (P-18:1)*	METABOLITE	0	2155
fructosyllysine	METABOLITE	0	1320
N-methylpipecolate	METABOLITE	0	1381
O-sulfo-L-tyrosine	METABOLITE	0	1988
ferulic acid 4-sulfate	METABOLITE	0	1726
3-(3-hydroxyphenyl)propionate sulfate	METABOLITE	0	1216
"5alpha-androstan-3alpha,17beta-diol 17-glucuronide"	METABOLITE	0	1553
11-ketoetiocholanolone glucuronide	METABOLITE	0	2017
etiocholanolone glucuronide	METABOLITE	0	1351
17alpha-hydroxypregnanolone glucuronide	METABOLITE	0	2185
N-acetyltaurine	METABOLITE	0	2190
1-oleoyl-GPG (18:1)*	METABOLITE	0	1123
1-palmitoyl-GPG (16:0)*	METABOLITE	0	1652
N-linoleoyltaurine*	METABOLITE	0	2125
9-hydroxystearate	METABOLITE	0	2150
3-methylglutarylcarnitine (2)	METABOLITE	0	1975
methyl glucopyranoside (alpha + beta)	METABOLITE	0	2062
2-keto-3-deoxy-gluconate	METABOLITE	0	1187
2-propyl-4-pentenoate (4-ene-valproate)	METABOLITE	0	2255
alpha-CEHC sulfate	METABOLITE	0	2201
alpha-CMBHC glucuronide	METABOLITE	0	2142
"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	METABOLITE	0	1102
"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	METABOLITE	0	1177
octadecenedioylcarnitine (C18:1-DC)*	METABOLITE	0	1714
octadecanedioylcarnitine (C18-DC)*	METABOLITE	0	1560
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)"	METABOLITE	0	1252
myristoleoylcarnitine (C14:1)*	METABOLITE	0	1780
N-formylphenylalanine	METABOLITE	0	2131
4-hydroxychlorothalonil	METABOLITE	0	1082
isoeugenol sulfate	METABOLITE	0	1055
tyramine O-sulfate	METABOLITE	0	2155
3-hydroxypyridine sulfate	METABOLITE	0	1369
m-tyramine sulfate	METABOLITE	0	2147
4-methylguaiacol sulfate	METABOLITE	0	1557
maltol sulfate	METABOLITE	0	1006
phenylacetylcarnitine	METABOLITE	0	1796
arabonate/xylonate	METABOLITE	0	1529
methyl-4-hydroxybenzoate sulfate	METABOLITE	0	2104
1-dihomo-linolenylglycerol (20:3)	METABOLITE	0	2041
N-acetylhistamine	METABOLITE	0	2152
vanillic alcohol sulfate	METABOLITE	0	2138
4-vinylguaiacol sulfate	METABOLITE	0	1853
vanillactate	METABOLITE	0	1958
eugenol sulfate	METABOLITE	0	2018
pregnanolone/allopregnanolone sulfate	METABOLITE	0	1468
chlorthalidone	METABOLITE	0	2256
2-methoxyresorcinol sulfate	METABOLITE	0	1022
candesartan	METABOLITE	0	2255
2-acetamidophenol sulfate	METABOLITE	0	1796
p-cresol glucuronide*	METABOLITE	0	2094
acesulfame	METABOLITE	0	2251
propyl 4-hydroxybenzoate	METABOLITE	0	1998
valsartan	METABOLITE	0	2253
perindopril	METABOLITE	0	2255
olmesartan	METABOLITE	0	2255
6-hydroxyindole sulfate	METABOLITE	0	2068
4-methoxyphenol sulfate	METABOLITE	0	1775
"2,4-dichlorophenol sulfate"	METABOLITE	0	2255
propyl 4-hydroxybenzoate sulfate	METABOLITE	0	2257
umbelliferone sulfate	METABOLITE	0	961
"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	METABOLITE	0	1027
"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	METABOLITE	0	1023
"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	METABOLITE	0	1673
behenoyl sphingomyelin (d18:1/22:0)*	METABOLITE	0	1093
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	METABOLITE	0	1039
"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	METABOLITE	0	1541
lignoceroyl sphingomyelin (d18:1/24:0)	METABOLITE	0	1112
"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"	METABOLITE	0	1677
dopamine 4-sulfate	METABOLITE	0	1999
dopamine 3-O-sulfate	METABOLITE	0	2029
daidzein sulfate (2)	METABOLITE	0	2251
3-hydroxyhexanoate	METABOLITE	0	2153
N-carbamoylalanine	METABOLITE	0	1676
3beta-hydroxy-5-cholestenoate	METABOLITE	0	2154
"1,2,3-benzenetriol sulfate (1)"	METABOLITE	0	1699
"1,2,3-benzenetriol sulfate (2)"	METABOLITE	0	1023
3-methoxycatechol sulfate (1)	METABOLITE	0	1073
3-methoxycatechol sulfate (2)	METABOLITE	0	1644
N-acetylkynurenine (2)	METABOLITE	0	2216
C-glycosyltryptophan	METABOLITE	0	1977
tramadol	METABOLITE	0	2255
O-desmethyltramadol	METABOLITE	0	2255
alpha-hydroxymetoprolol	METABOLITE	0	2254
arabitol/xylitol	METABOLITE	0	1752
N-acetylglucosamine/N-acetylgalactosamine	METABOLITE	0	1764
adipoylcarnitine (C6-DC)	METABOLITE	0	1717
4-hydroxyphenylacetoylcarnitine	METABOLITE	0	1795
nonanoylcarnitine (C9)	METABOLITE	0	2085
suberoylcarnitine (C8-DC)	METABOLITE	0	2094
glycochenodeoxycholate 3-sulfate	METABOLITE	0	2180
glycodeoxycholate 3-sulfate	METABOLITE	0	1692
taurodeoxycholic acid 3-sulfate	METABOLITE	0	1833
phenol glucuronide	METABOLITE	0	2157
linoleoyl ethanolamide	METABOLITE	0	2160
"1,2-dilinoleoyl-GPC (18:2/18:2)"	METABOLITE	0	1756
1-stearoyl-2-oleoyl-GPC (18:0/18:1)	METABOLITE	0	1122
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)	METABOLITE	0	1260
1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)	METABOLITE	0	1851
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)	METABOLITE	0	2122
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)	METABOLITE	0	1124
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	METABOLITE	0	1637
1-palmitoyl-2-stearoyl-GPC (16:0/18:0)	METABOLITE	0	2211
2-hydroxybutyrate/2-hydroxyisobutyrate	METABOLITE	0	1975
2-methylcitrate/homocitrate	METABOLITE	0	2140
oleate/vaccenate (18:1)	METABOLITE	0	2129
3-hydroxystearate	METABOLITE	0	2124
2-hydroxylaurate	METABOLITE	0	1950
pregabalin	METABOLITE	0	2251
rivaroxaban	METABOLITE	0	2255
1-palmitoleoylglycerol (16:1)*	METABOLITE	0	1146
palmitoyl dihydrosphingomyelin (d18:0/16:0)*	METABOLITE	0	1883
tricosanoyl sphingomyelin (d18:1/23:0)*	METABOLITE	0	1036
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"	METABOLITE	0	1083
"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	METABOLITE	0	1954
diclofenac	METABOLITE	0	2255
sitagliptin	METABOLITE	0	2255
solifenacin	METABOLITE	0	2252
tadalafil	METABOLITE	0	2255
1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*	METABOLITE	0	952
1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)	METABOLITE	0	1227
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*	METABOLITE	0	1250
1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*	METABOLITE	0	1022
1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*	METABOLITE	0	998
1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*	METABOLITE	0	1039
1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*	METABOLITE	0	954
1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*	METABOLITE	0	993
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*	METABOLITE	0	1268
1-stearoyl-2-linoleoyl-GPI (18:0/18:2)	METABOLITE	0	1264
gamma-tocopherol/beta-tocopherol	METABOLITE	0	1707
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*	METABOLITE	0	2071
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*	METABOLITE	0	1594
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*	METABOLITE	0	1321
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*	METABOLITE	0	2131
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*	METABOLITE	0	1998
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	METABOLITE	0	2098
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	METABOLITE	0	1057
behenoyl dihydrosphingomyelin (d18:0/22:0)*	METABOLITE	0	1152
"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	METABOLITE	0	1072
N-palmitoyl-sphinganine (d18:0/16:0)	METABOLITE	0	1314
